2013-12-01,redirect,http://web.archive.org/web/20131201123519/http://twitter.com:80/docker
2014-02-08,redirect,http://web.archive.org/web/20140208115757/http://twitter.com/Docker
2014-03-11,redirect,http://web.archive.org/web/20140311144521/http://twitter.com/docker
2014-04-17,redirect,http://web.archive.org/web/20140417171040/http://twitter.com:80/docker
2014-06-19,redirect,http://web.archive.org/web/20140619082254/http://twitter.com:80/docker
2014-07-17,redirect,http://web.archive.org/web/20140717124601/http://twitter.com:80/docker/
2014-07-18,redirect,http://web.archive.org/web/20140718074814/http://twitter.com/docker
2014-08-19,redirect,http://web.archive.org/web/20140819065238/http://twitter.com:80/docker
2014-08-19,redirect,http://web.archive.org/web/20140819074034/http://twitter.com/docker
2014-09-11,redirect,http://web.archive.org/web/20140911132931/http://twitter.com/docker/
2014-10-23,redirect,http://web.archive.org/web/20141023104556/http://twitter.com/Docker
2014-11-01,redirect,http://web.archive.org/web/20141101180133/http://www.twitter.com/docker
2014-11-14,redirect,http://web.archive.org/web/20141114083044/http://twitter.com/docker
2014-11-21,redirect,http://web.archive.org/web/20141121023516/http://twitter.com:80/Docker
2015-03-04,redirect,http://web.archive.org/web/20150304074221/http://twitter.com:80/docker
2015-03-05,redirect,http://web.archive.org/web/20150305041942/http://twitter.com/docker
2015-05-03,redirect,http://web.archive.org/web/20150503220852/http://twitter.com:80/docker
2015-05-07,redirect,http://web.archive.org/web/20150507233453/http://twitter.com:80/docker/
2015-07-03,redirect,http://web.archive.org/web/20150703080535/http://twitter.com:80/docker
2015-07-07,redirect,http://web.archive.org/web/20150707053928/http://twitter.com/docker/
2015-09-01,redirect,http://web.archive.org/web/20150901173054/http://twitter.com:80/docker
2015-09-08,redirect,http://web.archive.org/web/20150908005502/http://twitter.com:80/Docker
2015-09-15,redirect,http://web.archive.org/web/20150915113402/http://twitter.com/docker
2015-10-12,redirect,http://web.archive.org/web/20151012205936/http://twitter.com/docker
2015-11-01,redirect,http://web.archive.org/web/20151101013638/http://twitter.com:80/docker
2016-02-10,redirect,http://web.archive.org/web/20160210002441/http://www.twitter.com/docker
2016-02-10,redirect,http://web.archive.org/web/20160210175456/http://www.twitter.com/docker
2016-02-22,redirect,http://web.archive.org/web/20160222195035/http://twitter.com:80/Docker
2016-03-02,redirect,http://web.archive.org/web/20160302152726/http://twitter.com/docker
2016-03-02,redirect,http://web.archive.org/web/20160302212019/http://twitter.com:80/docker
2016-05-03,redirect,http://web.archive.org/web/20160503113007/http://twitter.com:80/Docker
2016-10-21,redirect,http://web.archive.org/web/20161021163500/http://twitter.com/docker/
2016-10-23,redirect,http://web.archive.org/web/20161023040849/http://twitter.com:80/docker/
2016-11-02,redirect,http://web.archive.org/web/20161102211258/http://twitter.com/Docker/
2017-02-07,redirect,http://web.archive.org/web/20170207063730/http://twitter.com/Docker/
2017-05-21,redirect,http://web.archive.org/web/20170521072859/http://twitter.com/docker
2017-06-10,redirect,http://web.archive.org/web/20170610104015/http://twitter.com:80/docker
2017-11-24,redirect,http://web.archive.org/web/20171124052948/http://twitter.com/docker/
