2013-04-12,redirect,http://web.archive.org/web/20130412024847/http://www.twitter.com/Trevornoah
2013-07-30,redirect,http://web.archive.org/web/20130730063052/http://twitter.com/Trevornoah
2013-08-07,redirect,http://web.archive.org/web/20130807180448/http://twitter.com/trevornoah
2014-02-11,redirect,http://web.archive.org/web/20140211151029/http://twitter.com:80/trevornoah
2014-04-12,redirect,http://web.archive.org/web/20140412014236/http://twitter.com/trevornoah
2014-05-31,redirect,http://web.archive.org/web/20140531210352/http://twitter.com/TrevorNoah
2014-08-23,redirect,http://web.archive.org/web/20140823053150/http://twitter.com/Trevornoah
2014-09-21,redirect,http://web.archive.org/web/20140921104600/http://twitter.com/trevornoah
2014-10-22,redirect,http://web.archive.org/web/20141022055846/http://www.twitter.com/trevornoah
2014-10-23,redirect,http://web.archive.org/web/20141023231021/http://www.twitter.com/TrevorNoah
2015-09-02,redirect,http://web.archive.org/web/20150902013227/http://twitter.com:80/trevornoah
2015-12-02,redirect,http://web.archive.org/web/20151202080000/http://twitter.com:80/Trevornoah
2016-05-02,redirect,http://web.archive.org/web/20160502185316/http://twitter.com/Trevornoah
2016-08-13,redirect,http://web.archive.org/web/20160813132124/http://twitter.com/Trevornoah
2016-09-02,redirect,http://web.archive.org/web/20160902060529/http://twitter.com/Trevornoah
2017-01-05,redirect,http://web.archive.org/web/20170105231110/http://twitter.com/trevornoah
